timestamp,open,high,low,close,volume,SMA_20,RSI,CCI
2025-11-04 06:30:00,11410526315.0,11410526315.0,11300000000.0,11374999674.0,0.518433499,,,
2025-11-04 07:30:00,11371153006.0,11375038855.0,11250500000.0,11344999967.0,0.6481351796,,,
2025-11-04 08:30:00,11316000004.0,11380000000.0,11285000000.0,11287000001.0,0.8448976928,,,
2025-11-04 09:30:00,11289999000.0,11369999964.0,11270000003.0,11280000000.0,1.0173561111,,,
2025-11-04 10:30:00,11280000000.0,11374999998.0,11275000000.0,11316000059.0,0.3144165982,,,
2025-11-04 11:30:00,11316000076.0,11380000000.0,11314511111.0,11325000000.0,0.4162375293,,,
2025-11-04 12:30:00,11320000000.0,11325000000.0,11255000000.0,11279999986.0,0.3407267225,,,
2025-11-04 13:30:00,11264000002.0,11320000000.0,11255000000.0,11280000000.0,0.4443275208,,,
2025-11-04 14:30:00,11278000001.0,11380000000.0,11220000000.0,11350000004.0,0.9060991606,,,
2025-11-04 15:30:00,11376741590.0,11376741591.0,11171752316.0,11202103669.0,0.9909210998,,,
2025-11-04 16:30:00,11235779118.0,11235779118.0,10867569560.0,11058999972.0,1.8347485364,,,
2025-11-04 17:30:00,11058999968.0,11069000000.0,10890000001.0,10891376678.0,1.1383882443,,,
2025-11-04 18:30:00,10891376679.0,11055000000.0,10800000000.0,11000000000.0,1.1377594701,,,
2025-11-04 19:30:00,11000000000.0,11000000000.0,10833222222.0,10871496781.0,0.7205252126,,23.52074051365365,
2025-11-04 20:30:00,10871496783.0,10972998482.0,10839109999.0,10856904133.0,0.6834632955,,23.165187964983872,
2025-11-04 21:30:00,10875000000.0,10986904998.0,10667569945.0,10980000000.0,0.8650528615,,32.7576185089229,
2025-11-04 22:30:00,10980000000.0,11033333332.0,10944999000.0,10970118150.0,0.1084816744,,34.31775240101712,
2025-11-04 23:30:00,10960000001.0,11033333332.0,10960000001.0,10960000001.0,0.1206579021,,34.21216351703457,
2025-11-05 00:30:00,10960000001.0,10973840840.0,10774000000.0,10775000001.0,0.1289082232,,26.72994631765222,
2025-11-05 01:30:00,10806575652.0,11054990000.0,10760000000.0,11048262308.0,0.3577301084,11122613069.2,40.3014806076498,-61.06942626816747
2025-11-05 02:30:00,11029999986.0,11070000000.0,11008615110.0,11070000000.0,0.2148277355,11107363085.5,42.51837535942921,-22.56746698846702
2025-11-05 03:30:00,11077998466.0,11139797994.0,11000011112.0,11000011112.0,0.3350580103,11090113642.75,40.49872045533849,-19.59306708670339
2025-11-05 04:30:00,11041288024.0,11128011000.0,11000011174.0,11071001516.0,0.4729211591,11079313718.5,40.538688822769345,-7.217864236833294
2025-11-05 05:30:00,11071001516.0,11110000000.0,11053000110.0,11083995447.0,0.2856290573,11069513490.85,45.59138201625934,5.153181131474822
2025-11-05 06:30:00,11083999998.0,11125958903.0,11054629672.0,11116004121.0,0.3007707031,11059513693.95,52.320221814644555,20.59449839065186
2025-11-05 07:30:00,11087000001.0,11139699998.0,10901234567.0,11072728425.0,0.6284667854,11046900115.2,58.212853904712304,-4.628537997193086
2025-11-05 08:30:00,11072728386.0,11132664153.0,11023000000.0,11054682154.0,0.4609919738,11035634223.6,52.697700622272855,24.243157355774006
2025-11-05 09:30:00,11054680643.0,11119999996.0,11054680643.0,11088178358.0,0.2269779934,11026043141.5,61.79555094545046,47.204877130107405
2025-11-05 10:30:00,11069000000.0,11079999996.0,11040200014.0,11072998000.0,0.2203134127,11012193041.3,61.75603533221813,44.99509779014272
2025-11-05 11:30:00,11072997995.0,11164000000.0,11050000007.0,11158734707.0,0.3453997775,11010024593.2,60.1356036259207,109.93170801483728
2025-11-05 12:30:00,11129143473.0,11189999989.0,11106000000.0,11164990812.0,0.317097627,11015324135.2,61.096377046113055,124.83055680732487
2025-11-05 13:30:00,11164987718.0,11214000000.0,11130000000.0,11156990000.0,0.7081556835,11028604801.3,61.2440545028064,122.8049086223919
2025-11-05 14:30:00,11156989999.0,11234956779.0,11120000003.0,11180006265.0,0.3629931849,11037605114.55,78.36216794952207,121.35545121155565
2025-11-05 15:30:00,11207999984.0,11297356874.0,11180019301.0,11227872769.0,0.4951321891,11055423913.95,68.38031915589818,158.0821266919575
2025-11-05 16:30:00,11227872768.0,11299999999.0,11227872710.0,11282000000.0,0.4169528122,11076678707.3,70.3461123234003,171.88744201162612
2025-11-05 17:30:00,11282000000.0,11299000000.0,11255000000.0,11255000000.0,0.3145631759,11090428707.3,76.67274778818786,152.91389695457713
2025-11-05 18:30:00,11255000000.0,11350000000.0,11255000000.0,11300010110.0,0.4851242135,11106923305.3,75.3319758057162,151.9883526755356
2025-11-05 19:30:00,11300010110.0,11323999985.0,11258000003.0,11280153636.0,0.2764189329,11122930987.05,71.37370289948747,122.69690148705645
2025-11-05 20:30:00,11280153669.0,11321623410.0,11229000100.0,11230000005.0,0.440778672,11145680987.25,61.94869377697609,92.91797579178252
2025-11-05 21:30:00,11230000334.0,11257000000.0,11210001111.0,11217414615.0,0.2100599211,11154138602.6,66.20835722081736,60.91918768045328
2025-11-05 22:30:00,11217414616.0,11278700000.0,11210002639.0,11257000003.0,0.1157330935,11163488602.75,71.62110620197018,69.944984002059
2025-11-05 23:30:00,11289946923.0,11289949999.0,11221186725.0,11228999999.0,0.0829295546,11174938047.1,65.22807757726872,61.70141970185044
2025-11-06 00:30:00,11225998057.0,11278314558.0,11183369000.0,11183369000.0,0.3179782374,11180556421.3,61.197774174159214,29.974097319517554
2025-11-06 01:30:00,11182223738.0,11266678804.0,11162725804.0,11162725804.0,0.0712966025,11184492939.15,50.46654166428268,9.768156867588006
2025-11-06 02:30:00,11181000022.0,11278287088.0,11160006189.0,11251000000.0,0.1014372164,11191242733.1,58.436405517839916,36.16790944573225
2025-11-06 03:30:00,11251000000.0,11278285052.0,11228497914.0,11273995408.0,0.10820129,11201306082.25,61.14879164995092,62.151727065332175
2025-11-06 04:30:00,11252002100.0,11299999938.0,11225000001.0,11225000061.0,0.2403488352,11209821977.6,54.08496869278655,46.14749999609515
2025-11-06 05:30:00,11226101001.0,11259000000.0,11178285043.0,11224999824.0,0.2394793851,11216663050.9,49.71433812105511,0.5298355523128164
2025-11-06 06:30:00,11224999814.0,11224999814.0,11160008111.0,11186101003.0,0.2017304073,11222318201.05,40.16681150315278,-66.0255921353864
2025-11-06 07:30:00,11186445148.0,11223999980.0,11186445148.0,11200000001.0,0.2658881893,11224381465.75,44.20477022062076,-56.14949390706392
2025-11-06 08:30:00,11200000001.0,11218999988.0,11156945588.0,11163008283.0,0.2604710307,11224282339.3,35.316297219878166,-112.57934309392103
2025-11-06 09:30:00,11163008283.0,11199999981.0,11156945588.0,11196999886.0,0.142815768,11226282833.6,41.34977362998785,-106.76697993497916
2025-11-06 10:30:00,11196999874.0,11218998442.0,11160006028.0,11207021110.0,0.2312196621,11227633575.85,47.39180006387514,-87.4393247419497
2025-11-06 11:30:00,11206945094.0,11224999000.0,11163222000.0,11163222007.0,0.1321058267,11224401037.75,44.25592608858932,-100.4240999814946
2025-11-06 12:30:00,11189999992.0,11250000000.0,11120000001.0,11250000000.0,0.4111131123,11222801037.75,49.32552045079219,-46.94192251299458
2025-11-06 13:30:00,11235000001.0,11250000000.0,11170000019.0,11170000027.0,0.2020383068,11218551039.1,44.83289301854084,-62.76458047474828
2025-11-06 14:30:00,11194999796.0,11194999796.0,11080000000.0,11178979978.0,0.6533321656,11212499532.5,49.589248850213245,-155.61595297750895
2025-11-06 15:30:00,11111194233.0,11176717967.0,11040200077.0,11067397831.0,0.3683161448,11201861742.25,42.376283707213325,-254.16642483838427
2025-11-06 16:30:00,11053802648.0,11067397829.0,10900000000.0,11049997428.0,0.92306471,11192861613.4,31.869868938652942,-339.17622075085865
2025-11-06 17:30:00,11007001524.0,11070843949.0,10990000000.0,11050288638.0,0.2088662375,11184505314.55,28.960244413277834,-215.57119042844585
2025-11-06 18:30:00,11050288625.0,11139999998.0,11020790062.0,11099999826.0,0.1345534134,11176655305.7,38.2594617960684,-117.9128341680203
2025-11-06 19:30:00,11099999826.0,11099999826.0,11012291772.0,11012291772.0,0.1100662204,11165819894.35,32.84757410803674,-143.2305732048573
2025-11-06 20:30:00,11012290253.0,11022799940.0,10950000000.0,10957195491.0,0.422668273,11154511218.9,32.01135030215788,-172.3494300943156
2025-11-06 21:30:00,10957195491.0,11022799934.0,10957195491.0,11000015191.0,0.1891435397,11146375688.25,34.9674034274891,-129.97981092310312
2025-11-06 22:30:00,11000015190.0,11022800280.0,10972000017.0,11022800032.0,0.0533809509,11134965689.85,39.23071614852067,-103.05417164946691
2025-11-06 23:30:00,11022800259.0,11070410092.0,10972006194.0,10998789748.0,0.0622053273,11121205406.85,34.53856511169592,-85.82285006887253
2025-11-07 00:30:00,10972006194.0,11053300454.0,10970508941.0,11053300422.0,0.0717375648,11112620424.9,38.78723475192638,-68.6565951212019
2025-11-07 01:30:00,11070402476.0,11070417716.0,10972302691.0,11060792971.0,0.07610573,11104410082.25,42.11071169355018,-55.71221304826591
2025-11-07 02:30:00,11013999999.0,11117000000.0,11013999999.0,11100003050.0,0.0708971296,11100105184.6,37.533442925795946,-15.884089642148608
2025-11-07 03:30:00,11116999998.0,11129999999.0,11047541653.0,11086083626.0,0.1008958993,11094409365.85,42.16491402785815,-1.0457059358210554
2025-11-07 04:30:00,11060000006.0,11129993883.0,11047541654.0,11100900002.0,0.1253428916,11091303951.8,42.78844435040849,8.621669793406879
2025-11-07 05:30:00,11129999988.0,11129999989.0,11100900002.0,11110001009.0,0.1226132716,11086954007.95,54.853712609234854,36.24346618495975
2025-11-07 06:30:00,11128996950.0,11128996950.0,11050006104.0,11050006107.0,0.4884394147,11079103257.8,50.000901308684625,1.520528877061504
